"station"	"year"	"lon"	"lat"	"month"	"year_month"	"depth"	"bot_sal"	"bot_sal_var"	"bot_T"	"bot_T_var"	"bot_oxy"	"bot_oxy_var"
"101"	1056	2017	11.23721	58.33737	"05"	"2017.05"	32.1	31.0512668860519	1.32479393045741	7.45522109269445	4.1780032915417	312.674718436228	33.3107572963485
"102"	1056	2019	11.23721	58.33737	"05"	"2019.05"	32.1	32.4377320464829	1.26182808552058	7.84179902117492	3.56885390390568	312.185003993714	24.4034452408019
"103"	1057	2017	11.25113	58.3395	"05"	"2017.05"	24.5	31.1616140974715	1.39046627387576	7.64970546358441	4.22176762136915	312.089197316968	33.0737013316567
"104"	1057	2019	11.25113	58.3395	"05"	"2019.05"	24.5	32.4903311827439	1.31460599579791	7.93140609240604	3.6421397018706	313.071568809853	24.4901798692232
"105"	1058	2017	11.23345	58.38303	"05"	"2017.05"	11	24.5199715542564	2.81362914195478	10.2223072329895	5.32777491296396	320.978461060684	36.220067466917
"106"	1059	2017	12.82393	56.61367	"05"	"2017.05"	13.7	23.3972554727766	2.70448060695091	10.0428953360458	5.77105294000259	284.506699925599	64.9111362080053
"107"	1059	2018	12.82393	56.61367	"05"	"2018.05"	13.7	23.8272256020647	3.86504199053464	11.5683648315906	5.56302840381952	261.044304110109	64.9607759924619
"108"	1059	2019	12.82393	56.61367	"05"	"2019.05"	13.7	24.1526452049744	3.05515858097982	10.8892424307561	5.51276003497007	311.620643755023	34.9083370714342
"109"	1059	2020	12.82393	56.61367	"05"	"2020.05"	13.7	22.4979841500163	2.3681075653982	9.34557446235324	3.44873394903096	331.579218233061	17.0239333385044
"110"	106	2011	15.16098	56.10833	"05"	"2011.05"	24.8	6.97260584263169	0.462563466307319	5.96941057515102	3.11550526907216	423.91304703435	36.7726820646823
"111"	106	2013	15.16098	56.10833	"05"	"2013.05"	24.8	7.18340187724195	0.524911139487962	4.21599449201633	3.61006949890975	417.153382391971	41.7101400901569
"112"	106	2015	15.16098	56.10833	"05"	"2015.05"	24.8	7.0909586882583	0.557713303580743	6.0277286480901	3.65282508952284	391.919024220475	35.193138849895
"113"	1060	2017	12.66122	56.48372	"05"	"2017.05"	20.7	30.310962689262	2.79205550487781	7.95671140551555	3.8962523838743	294.723513884312	66.4261162368298
"114"	1060	2018	12.66122	56.48372	"05"	"2018.05"	20.7	32.7041037008692	3.59419020006893	8.63800741917973	3.7725108155321	232.048972709455	44.1482771814028
"115"	1060	2019	12.66122	56.48372	"05"	"2019.05"	20.7	32.9529477166768	2.95887326001594	7.02812149197735	4.54825828757726	296.725580629476	38.0141732550388
"116"	1060	2020	12.66122	56.48372	"05"	"2020.05"	20.7	27.0409958043717	2.26677572912148	7.76920875571822	2.1131736541382	326.372637007162	20.7489450064602
"117"	1061	2017	12.61738	56.53064	"05"	"2017.05"	22.1	32.7395393482526	2.62899922384725	7.24993948774697	3.29382390888691	292.125045485298	64.902117458833
"118"	1061	2018	12.61738	56.53064	"05"	"2018.05"	22.1	34.1970108623904	3.1458888464258	7.89350970191847	3.00688933984787	232.265623560342	36.1458158336312
"119"	1061	2019	12.61738	56.53064	"05"	"2019.05"	22.1	33.9951712850171	2.66667071105852	6.1352349424783	4.08888942015307	281.395564488333	35.2565431366064
"120"	1061	2020	12.61738	56.53064	"05"	"2020.05"	22.1	27.652221471335	2.09040481586105	6.96557744869851	1.8602103149929	313.090494625885	23.2874236213103
"121"	1062	2017	12.54782	56.47372	"05"	"2017.05"	24.7	34.6958988310393	1.8923617946494	6.42320651013157	2.90421122323348	256.851204184187	63.9478757754674
"122"	1062	2018	12.54782	56.47372	"05"	"2018.05"	24.7	35.3894666235992	1.71874810350846	7.06564904683548	2.61623800197869	237.771275221574	31.5349553465642
"123"	1062	2019	12.54782	56.47372	"05"	"2019.05"	24.7	34.8998103335294	1.59756673720569	5.36851671774786	3.38014235004432	270.007152839463	32.9340150002258
"124"	1062	2020	12.54782	56.47372	"05"	"2020.05"	24.7	31.7766368233786	1.76895025856112	5.62278434499031	1.45240961504819	276.905476793113	27.0348263654383
"125"	1063	2017	12.68404	56.54814	"05"	"2017.05"	20.4	32.1162222146145	3.02160089080668	7.59132191020228	3.5657700267436	302.354146542179	68.6532237496589
"126"	1063	2018	12.68404	56.54814	"05"	"2018.05"	20.4	33.6127618537679	3.51861416791303	8.39533037477242	3.20217774185348	233.31932804095	42.1041650840797
"127"	1063	2019	12.68404	56.54814	"05"	"2019.05"	20.4	33.665608229713	3.0654398518324	6.64223069744551	4.3311415106478	284.341291064748	37.3708237783136
"128"	1063	2020	12.68404	56.54814	"05"	"2020.05"	20.4	27.2770470771925	2.39569854288663	7.34910897393798	1.98612889721779	319.855409932209	22.3744647341854
"129"	1064	2017	11.3062	58.1595	"05"	"2017.05"	40	34.4187236291417	0.684897058325008	6.87766447049597	3.82263190200079	306.890950587416	34.0235184375618
"130"	1064	2018	11.3062	58.1595	"05"	"2018.05"	40	34.407943776891	0.85369721715557	5.99882086169554	3.51103471076055	275.509137223378	20.4960147311073
"131"	1064	2020	11.3062	58.1595	"05"	"2020.05"	40	34.272203844003	0.834536661757501	8.59981920595047	1.856743102907	286.318380769345	10.2418646956785
"132"	1065	2017	11.2332	58.29632	"05"	"2017.05"	49.5	34.5104556310325	0.497621981650377	6.70398299322533	3.45078050876071	307.01597942827	33.093494264809
"133"	1065	2018	11.2332	58.29632	"05"	"2018.05"	49.5	34.5960290452288	0.55492694320685	5.4344452326242	3.24430612191319	272.098867442904	20.008516363049
"134"	1065	2020	11.2332	58.29632	"05"	"2020.05"	49.5	34.6178063380024	0.562053214694309	7.27856110488169	1.63694924749028	281.667578324159	9.22012083306868
"135"	1066	2017	11.27603	58.17955	"05"	"2017.05"	45.1	34.5243035393923	0.47216441642648	6.7373824046459	3.55452940077296	306.280289779295	34.6269854102063
"136"	1066	2018	11.27603	58.17955	"05"	"2018.05"	45.1	34.6001734225495	0.537632367153872	5.76092179633689	3.201972788043	273.447160584601	21.2275450460278
"137"	1066	2020	11.27603	58.17955	"05"	"2020.05"	45.1	34.5734161316496	0.534484686293737	7.96698414879329	1.89475914026266	282.016913572786	8.97695916204586
"138"	1067	2017	11.32412	58.30702	"05"	"2017.05"	42.4	34.129129279636	0.950822537852208	6.85367903612313	4.01918638103998	305.984090310196	34.7501134110651
"139"	1067	2018	11.32412	58.30702	"05"	"2018.05"	42.4	34.0927767794105	1.15582415611846	5.70608453553384	3.89351527033991	277.122617764517	21.3502318893451
"140"	1067	2020	11.32412	58.30702	"05"	"2020.05"	42.4	34.0003893315575	1.21799826748798	8.26904517824982	1.43593036301705	291.066379592436	11.1455535338129
"141"	1068	2017	11.3187	58.26802	"05"	"2017.05"	38.9	33.7531484660731	1.2601933649017	7.34447940511945	4.22977142534791	307.146393294653	34.4452853538433
"142"	1068	2018	11.3187	58.26802	"05"	"2018.05"	38.9	33.8562658450169	1.53021041020528	6.15431493141159	4.1205749546369	281.915995796099	21.7237463254319
"143"	1068	2020	11.3187	58.26802	"05"	"2020.05"	38.9	33.7315282217918	1.48605251529789	8.97230724500142	1.66558741021589	292.569082039876	12.0444673729346
"144"	1069	2017	11.29253	58.20045	"05"	"2017.05"	45.1	34.4673668063602	0.547436058299842	6.6252217664602	3.73557860084923	307.050242703466	34.9663400317589
"145"	1069	2018	11.29253	58.20045	"05"	"2018.05"	45.1	34.5481910553796	0.596799495032558	5.76204952469653	3.44427001223359	273.308188732414	20.6918651125989
"146"	1069	2020	11.29253	58.20045	"05"	"2020.05"	45.1	34.5231395599496	0.610351873308492	8.29955702375442	1.97787418330026	283.895996101729	9.07543555154778
"147"	107	2011	15.51198	56.11933	"05"	"2011.05"	9.1	6.52384966798456	0.437222704547703	6.98200769589809	4.8320562384402	427.9301318203	42.6510617446038
"148"	107	2013	15.51198	56.11933	"05"	"2013.05"	9.1	6.96196113207463	0.432472580633255	5.97934534360915	5.14164518952571	424.997884476982	43.2641362236433
"149"	107	2015	15.51198	56.11933	"05"	"2015.05"	9.1	6.94548172917961	0.452278260672112	7.90345525689104	4.30034060758874	381.219605630118	34.7433869539587
"150"	1070	2017	11.33322	58.14982	"05"	"2017.05"	37.1	34.1775550592113	1.32716795585488	7.50432770208364	4.2525556421536	306.182817368858	34.0279097503401
"151"	1070	2018	11.33322	58.14982	"05"	"2018.05"	37.1	33.9786177434958	1.68591654120335	6.50250255732199	4.14711832469154	279.483909015764	22.2125683633992
"152"	1070	2020	11.33322	58.14982	"05"	"2020.05"	37.1	33.4030577879858	1.66150967570686	9.29556549574029	1.99445853630528	291.234903183046	13.2211801633079
"153"	1071	2017	11.42838	58.36118	"05"	"2017.05"	21	28.6053562164307	2.69394772006379	8.99887084960938	4.74431930572162	312.262664794922	35.7203706169445
"154"	1071	2019	11.42838	58.36118	"05"	"2019.05"	21	30.8388366699219	2.57291400512189	8.74164772033691	4.43142379953564	321.83349609375	26.1869417841217
"155"	1072	2017	11.42295	58.35702	"05"	"2017.05"	22.7	28.5998539578896	2.69791819075851	8.99477954220917	4.75032363801532	312.310876703296	35.7327620510228
"156"	1073	2017	11.41143	58.35365	"05"	"2017.05"	35.8	28.6001543239134	2.69768004669611	8.99500288499234	4.74999032885744	312.308244835107	35.732001042655
"157"	1074	2017	11.38765	58.3169	"05"	"2017.05"	23	30.9607036412456	1.6966763469377	8.45981611205131	4.40936991911817	310.116519611851	35.3497675909278
"158"	1075	2017	11.37763	58.33082	"05"	"2017.05"	32	30.1697546964326	1.80382937832703	8.57017382162295	4.5214706480445	311.435814925004	34.6030878890349
"159"	1076	2017	11.39453	58.32215	"05"	"2017.05"	24.1	29.7607731402406	2.1988012726615	8.79515159626133	4.58741257208903	311.386938087927	35.3677216103311
"160"	1077	2017	11.70778	57.67763	"05"	"2017.05"	22	23.9836424757147	2.72357242135251	10.4964380982833	5.2822985025229	295.792841449716	33.1095889070194
"161"	1077	2019	11.70778	57.67763	"05"	"2019.05"	22	25.9430053508747	3.26782635336457	9.27959284086754	4.97922923334363	314.332512686476	28.6950916272476
"162"	1078	2017	11.68297	57.66042	"05"	"2017.05"	31.6	26.378502170989	3.15915651409361	9.34390380588035	4.96238542529768	292.988673338213	32.3119267294888
"163"	1078	2019	11.68297	57.66042	"05"	"2019.05"	31.6	30.7507159865382	3.17033982407486	7.88057691425946	4.78586866193377	310.650818070074	26.1126291727535
"164"	1079	2017	11.68973	57.64885	"05"	"2017.05"	30	27.0921660056946	2.32258267838193	9.19511898190909	4.75180365858349	296.770517265334	31.4004946573516
"165"	1079	2019	11.68973	57.64885	"05"	"2019.05"	30	29.9108720816987	2.45233489284971	8.03791432295105	4.5491846725623	310.426252777191	24.9348161182249
"166"	108	2011	15.60883	56.15	"05"	"2011.05"	13.3	6.36169338226318	0.426307875378973	7.39758348464966	5.22169349591919	423.588836669922	43.1226697081799
"167"	108	2013	15.60883	56.15	"05"	"2013.05"	13.3	6.91652297973633	0.409042750899512	5.796142578125	5.41606522328556	427.735473632812	44.4166766495014
"168"	108	2015	15.60883	56.15	"05"	"2015.05"	13.3	6.87806987762451	0.409669728359892	8.15083503723145	4.4826093843055	385.520385742188	35.678664958839
