"station"	"year"	"month"	"lon"	"lat"	"Abra alba"	"Abra nitida"	"Abyssoninoe hibernica"	"Ampelisca brevicornis"	"Ampelisca macrocephala"	"Ampelisca tenuicornis"	"Ampharete"	"Ampharete baltica"	"Ampharete falcata"	"Ampharete finmarchia (lindstroemi)"	"Amphiura"	"Amphiura chiajei"	"Amphiura filiformis"	"Anobothrus gracilis"	"Aoroidae"	"Aphrodita aculeata"	"Arctica islandica"	"Artacama proboscidea"	"Bathyporeia pilosa"	"Brada villosa"	"Brissopsis lyrifera"	"Bylgides sarsi"	"Callianassa subterranea"	"Capitella capitata"	"Caulleriella (Tharyx) killariensis"	"Cerastoderma glaucum"	"Chaetozone setosa"	"Chamelea striatula"	"Chironomidae"	"Corbula gibba"	"Corophium volutator"	"Cyathura carinata"	"Cylichna"	"Cylichna cylindracea"	"Diastylis"	"Diastylis laevis"	"Diastylis lucifera"	"Diastylis rathkei"	"Diplocirrus glaucus"	"Echinocardium cordatum"	"Edwardsiidae"	"Einhornia crustulenta"	"Ennucula tenuis"	"Eriopisa elongata"	"Eteone longa"	"Eudorella emarginata"	"Eudorella truncatula"	"Eumida bahusiensis"	"Euspira"	"Galathowenia oculata"	"Gammarus"	"Gattyana amondseni"	"Glycera alba"	"Glycera unicornis (rouxii)"	"Glycinde nordmanni"	"Golfingia"	"Goniada maculata"	"Halicryptus spinulosus"	"Harpinia antennaria"	"Hediste diversicolor"	"Heteromastus filiformis"	"Hyala vitrea"	"Hydrobia"	"Idotea balthica"	"Idothea chelipes"	"Jaera albifrons"	"Labidoplax buskii"	"Laonice bahusiensis"	"Laonice cirrata"	"Leucon nasica"	"Leucothoe lilljborgii"	"Levinsenia gracilis"	"Limecola balthica"	"Littorina saxatilis"	"Lumbrineris"	"Macoma calcarea"	"Magelona alleni"	"Magelona minuta"	"Magelona mirabilis"	"Maldane sarsi"	"Marenzelleria"	"Melinna cristata"	"Microdeutopus"	"Monoporeia affinis"	"Mya arenaria"	"Myrtea spinifera"	"Mysella bidentata"	"Mysia undata"	"Mysidae"	"Mytilus edulis"	"Nassarius incrassatus"	"Nemertea"	"Neomysis integer"	"Nephtys caeca"	"Nephtys ciliata"	"Nephtys hombergii"	"Nephtys incisa"	"Notomastus latericeus"	"Nucula nitidosa"	"Nucula sulcata"	"Nuculana pernula"	"Oligochaeta"	"Ophelina acuminata"	"Ophiura"	"Ophiura albida"	"Ostracoda"	"Owenia fusiformis"	"Oxydromus flexuosus"	"Paramphinome jeffreysi"	"Parvicardium minimum"	"Pectinaria auricoma"	"Pectinaria belgica"	"Pectinaria koreni"	"Pennatula phosphorea"	"Peringia ulvae"	"Perioculodes longimanus"	"Phascolion strombus"	"Phaxas pellucidus"	"Philine"	"Philine scabra"	"Philomedes"	"Pholoe baltica"	"Pholoe inornata"	"Pholoe minuta"	"Pholoe pallida"	"Phoronis muelleri"	"Phyllodoce groenlandica"	"Pisidium"	"Pistella lornensis"	"Polycirrus"	"Polydora ciliata"	"Polydora cornuta"	"Polynoidae"	"Polyphysia crassa"	"Pontoporeia femorata"	"Potamopyrgus antipodarum"	"Praxillella affinis"	"Praxillella praetermissa"	"Priapulus caudatus"	"Prionospio cirrifera"	"Prionospio fallax"	"Prionospio multibranchiata"	"Pygospio elegans"	"Rhodine gracilior"	"Rhodine loveni"	"Rissoa membranacea"	"Saduria entomon"	"Scalibregma inflatum"	"Scolelepis tridentata"	"Scoletoma fragilis"	"Scoletoma impatiens"	"Scoloplos armiger"	"Sphaerodorum gracilis (flavum)"	"Spiophanes bombyx"	"Spiophanes kroyeri (kroeyeri)"	"Spisula subtruncata"	"Streblospio benedicti"	"Tellimya (Montacuta) ferruginosa"	"Tellimya (Montacuta) tenella"	"Terebellides stroemi"	"Theodoxus fluviatilis"	"Thracia convexa"	"Thracia phaseolina"	"Thyasira"	"Thyasira equalis"	"Thyasira flexuosa"	"Thyasira sarsii"	"Trichobranchus roseus"	"Trochochaeta multisetosa"	"Turbellaria"	"Turritella communis"	"Virgularia mirabilis"	"Westwoodilla caecula"
"1395"	984	2006	5	11.18	58.701	0	0.00203	0.00064235072976559	0	0	0.00282	0	0	0	0.00513880583812472	0.466020483592401	0.0149485319516408	0.593805	0.00385410437859354	0	0	0	0	0	0.00513880583812472	0	0	0.01484	0	0	0	0.000675	0	0	0.0101312376237624	0	0	0	0.00612	0.00181101680672269	0	0	0	0.00927	0	0	0	0.00546	0	0	0	0	0	0.0197057402101242	0.00033	0	0	0.03422	0	0.001675	0.01326	0.03034	0	0	0	0	0.001935	0	0	0	0	0.000934283246977547	0.00513880583812472	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0	0.0559094224422442	0	0	0	0	0.02041	0	0	0	0	0	0	0.00088	0	0	0	0	0.000373713298791019	0	0	0.00714	0	0	0.00037523102310231	0.00256940291906236	0	0	0	0	0	0.000736666666666667	0	0	0	0	0.00294	0	0	0	0.000276470588235294	0.0104	0	0.0558845134896064	0	0	0	0	0.0205552233524989	0	0	0.00256940291906236	0	0.03612	0	0	0	0	0.010919962406015	0	0	0	0.05665	0	0	0	0	0.00256940291906236	0	0	0	0	0	0	0.0378986930561698	0	0.0352717161716172	0	0	0	0.00168	0	0.0135	0	0	0	0	0.0014625
"1396"	1173	2020	5	11.602	57.825	0	0.02146	0	0	0	0.00141	0	0	0	0.00128470145953118	0.345124231433506	0.0059794127806563	0.3813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00450277227722772	0	0	0	0.00408	0	0	0.000603672268907563	0	0.03914	0	0	0	0	0	0	0	0.00058	0	0	0.00022	0	0	0	0	0	0	0.0164	0	0	0	0	0.05934	0	0	0	0	0	0	0	0	0	0.000925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300184818481848	0	0	0	0	0.00157	0	0	0	0	0.05206	0	0.00088	0	0	0	0	0	0	0	0	0	0	0	0	0.028263432109686	0	0	0	0	0	0	0.00103714422158548	0	0	0.000735	0	0	0	0.000552941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0.0165	0	0	0	0	0	0	0	0	0	0	0	0.00128470145953118	0	0	0	0	0	0	0	0	0	0	0.00059	0	0.000975
"1397"	215	2006	5	12.442	56.722	0	0.00116	0	0.00166666666666667	0	0.003666	0	0.00125	0	0	0.112711930915371	0.00298970639032815	0.086304	0.00334022379478107	0.00123983463035019	0	0.63376	0	0	0.00385410437859354	0	0	0	0	0	0	0.00135	0	0	0	0	0	0	0	0	0	0.00120734453781513	0.00119	0.00206	0	0.00539622222222222	0	0.00588	0	0	0	0	0	0	0.00044	0	0	0.00236	0.00256940291906236	0	0	0.0041	0	0	0	0.00149	0.00129	0	0	0	0	0.000747426597582038	0	0.00128470145953118	0	0	0.00185	0	0	0	0	0	0	0	0.00128470145953118	0	0	0	0	0.00071	0	0.00075046204620462	0	0	0	0	0.00523333333333333	0	0	0	0.0056525	0	0	0	0	0	0	0.00399	0.000747426597582038	0	0	0.00408	0	0	0.00100061606160616	0.0105345519681557	0	0.00128470145953118	0	0	0	0	0	0	0.00414857688634193	8e-04	0.00147	0	0	0	0.00092156862745098	0.0013	0	0.028263432109686	0	0	0	0	0.0363998746867168	0	0	0	0	0.00084	0	0.00128470145953118	0	0	0.00256940291906236	0	0	0	0.0033	0	0	0	0.00128470145953118	0.00128470145953118	0	0	0	0	0	0	0.0115623131357806	0	0	0	0	0	0	0	0.0018	0	0	0	0	0.00195
"1398"	190	2018	5	12.018	57.18	0	0.00463999989628792	0.0019270521462238	0	0	0.00140999996848404	0	0	0	0.00128470143081587	0.211222756405404	0.0835622941086329	0.0742140010088682	0.00128470143081587	0	0	0	0	0	0	0	0	0	0	0	0	0.00134999996982515	0	0	0.000750462029430487	0	0	0	0	0	0	0	0	0	0	0.00134905552540181	0	0	0	0	0.00120734451082887	0	0	0.0010371441984035	0	0	0	0.00117999997362494	0.0483904231132034	0	0.00147333330040177	0.00163999996334314	0	0.0011499999742955	0	0.0014899999666959	0.00161249996395782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128470143081587	0	0	0	0	0	0	0.000750462029430487	0	0	0	0	0.00156999996490777	0	0	0	0	0.00164399996325374	0	0.00146666663388411	0	0	0	0	0	0	0	0	0.00141999996826053	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146999996714294	0	0	0.00128470143081587	0.00055294116411139	0	0	0	0	0	0	0	0	0	0	0	0.00128470143081587	0	0	0.00128470143081587	0.00128470143081587	0	0	0.00132999997027218	0	0	0	0	0	0	0	0	0	0.00128470143081587	0	0	0	0	0.00128470143081587	0	0	0	0	0	0	0	0	0	0.00260105257344089	0	0	0
"1399"	1267	2018	5	11.647	58.423	0	0.00058	0	0	0	0	0	0	0	0	0.0874489119170984	0.0284022107081174	0.03999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037523102310231	0	0	0	0.00204	0	0	0	0	0.0103	0.1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000785	0	0.04356	0	0	0	0.0312	0.00352	0	0	0	0	0	0	0	0	0	0	0	0	0.0179858204334365	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276470588235294	0	0	0	0	0	0	0	0	0	0	0	0	0.09828	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0
"1400"	1088	2017	5	11.235	58.58	0	0.00464	0.00513880583812472	0	0	0	0	0	0	0	0.38492469775475	0	0.34782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0	0	0	0	0	0.05356	0.3804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195120132013201	0	0	0	0	0.52595	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103714422158548	0	0	0	0	0	0	0.000552941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0.0099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0
"1401"	999	2019	5	11.867	57.604	0	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037523102310231	0	0	0	0.06156	0	0	0	0	0.00595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126531595033429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1402"	977	2012	5	11.141	58.611	0	0.01276	0	0	0	0	0	0	0	0	0	0.020180518134715	0.00093	0	0	0	0	0	0	0	0.5985	0	0.00053	0	0	0	0.00135	0	0	0	0	0	0	0.00204	0	0	0	0	0.00103	0	0	0	0	0	0	0.00120734453781513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0.00513880583812472	0	0	0	0.00037523102310231	0	0	0	0	0.00075046204620462	0	0	0	0	0	0	0	0	0
"1403"	1117	2019	5	11.492	57.882	0	0.00029	0	0	0	0	0	0	0	0	0.786292780656304	0.172655544041451	0.35712	0	0	0	0	0	0	0	0.47005	0	0	0	0	0	0	0	0	0.00037523102310231	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0.00120734453781513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0.00075046204620462	0	0	0	0	0	0	0	0	0	0.03151	0	0	0	0	0	0	0.000747426597582038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0.00064235072976559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075046204620462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1404"	1079	2019	5	11.69	57.649	0	0.01276	0	0	0	0.00423	0.00256940291906236	0	0	0	0.683147910189983	0.0134536787564767	0.51987	0.00256940291906236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00918	0	0	0.000603672268907563	0	0.00206	0.3786	0	0	0	0	0	0	0	0	0	0.00022	0	0	0.00118	0.00642350729765591	0	0.0191533333333333	0.00164	0	0	0	0	0.01032	0	0	0	0	0	0.00385410437859354	0	0	0	0.000925	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0.00675415841584158	0	0	0	0	0.000785	0	0	0	0	0.00411	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000735	0	0	0.00128470145953118	0.000552941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256940291906236	0.00064235072976559	0	0	0	0	0	0.0033	0	0	0	0.00128470145953118	0.00064235072976559	0	0.00128470145953118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1405"	189	2015	6	12.083	57.18	0	0.00057999998703599	0	0.00149999996647239	0	0.00140999996848404	0	0	0	0	0.0339331672451039	0	0.00948600003048777	0	0	0	0.000679999984800815	0	0	0	0	0	0	0	0	0	0.00134999996982515	0.0262661718687737	0	0.00105064684120268	0	0	0	0.00203999995440245	0	0	0	0	0.00205999995395541	0	0.00134905552540181	0	0.000839999981224537	0	0	0	0	0	0.0010371441984035	0.000439999990165233	0	0	0.00117999997362494	0	0	0	0.00163999996334314	0	0.0011499999742955	0	0	0.00128999997116625	0	0	0	0	0	0	0	0	0	0.00184999995864928	0	0	0	0	0	0	0.00151999996602535	0	0	0	0	0	0	0	0.00105064684120268	0.00137999996915459	0	0	0	0	0	0	0	0.0468859996169806	0	0	0.0103840001940727	0	0	0	0	0.000747426580875752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000759999983012676	0	0	0	0.00205799995400012	0	0	0	0.00486588232657488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128470143081587	0	0	0	0	0	0	0.00109999997541308	0	0	0	0.00334022376798011	0.00128470143081587	0.0017799999602139	0	0	0	0	0	0	0	0	0.00289999998919666	0	0	0.00149333329995473	0	0	0	0	0.00373666658314565	0	0
"1406"	1119	2017	5	11.517	57.914	0	0.00029	0	0	0	0.00141	0	0	0	0	0.763869982728843	0.0650261139896373	0.65937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0.0147333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037523102310231	0	0	0	0	0.00157	0	0	0	0	0.06439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00770820875718708	0	0	0	0	0	0	0	0	0	0	0	0	0
"1407"	1089	2019	5	11.661	57.615	0	0.00174	0	0	0	0	0	0	0	0.00064235072976559	0.530672884283247	0.103892297063903	0.42129	0	0	0	0	0	0	0	0.4865	0	0	0	0	0	0.00135	0	0	0.00037523102310231	0	0	0	0	0	0	0.000603672268907563	0	0.00206	0	0	0	0	0	0	0.000603672268907563	0.00058	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0.00258	0	0	0	0	0	0	0	0	0	0.000925	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0.00225138613861386	0	0	0	0	0.000785	0	0	0	0	0.03699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000735	0	0	0	0.000276470588235294	0	0	0	0.00513880583812472	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195
"1408"	979	2012	5	11.528	57.898	0	0.00029	0.00128470145953118	0	0	0	0	0	0	0	0.3412002417962	0.100902590673575	0.329685	0.00064235072976559	0	0	0.00034	0	0	0	0.69895	0	0	0	0	0	0	0.00037523102310231	0	0.000562846534653465	0	0	0	0	0	0	0.000603672268907563	0	0.00103	0	0	0	0	0	0	0.00181101680672269	0	0	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0.010965	0	0	0	0	0.00149485319516408	0	0	0	0	0.000925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187615511551155	0	0	0	0	0.000785	0	0	0	0	0.10686	0.0468	0.00044	0	0	0	0	0.000373713298791019	0	0	0	0	0	0.00075046204620462	0	0	0	0	0	0	0	0	0	0	0	0.00147	0	0	0	0.000414705882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01729	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0.00225138613861386	0.00064235072976559	0	0	0	0	0	0	0	0	0	0	0.00059	0	0.000975
"1409"	1118	2019	5	11.566	57.909	0	0.00029	0.00128470145953118	0	0	0	0	0	0	0	0.960443177892919	0.245155924006908	0.43431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075046204620462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0.000645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0.00075046204620462	0	0	0	0	0	0	0	0	0	0.06028	0.0636	0	0	0	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000735	0	0	0	0.00165882352941176	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128470145953118	0	0	0	0	0	0	0	0	0	0	0.00059	0	0
"1410"	1126	2018	5	12.59	56.094	0	0.02668	0	0	0	0.00141	0	0	0	0	0.429770293609672	0.0112113989637306	23.715	0.078366789031402	0	0	0	0	0	0.00770820875718708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0.00241468907563025	0	0	0	0.01236	0.0021	0	0	0.00084	0	0	0.00241468907563025	0	0	0	0.00308	0	0	0	0	0	0	0.0082	0	0	0	0.000745	0	0	0	0	0	0	0	0	0	0.000619917315175097	0	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0	0.0037523102310231	0	0	0	0	0.000785	0	0	0	0.04165	0	0	0	0	0	0	0	0.000373713298791019	0.01848	0	0	0.01278	0	0	0.00385410437859354	0	0	0	0	0	0	0	0	0	0	0.00294	0	0	0.00064235072976559	0	0	0	0	0.00513880583812472	0	0	0.00064235072976559	0.00064235072976559	0	0	0	0	0	0	0.00385410437859354	0	0	0.00513880583812472	0	0	0	0.0011	0	0	0	0	0.00128470145953118	0	0.00064235072976559	0	0	0	0	0.00128470145953118	0	0	0	0	0	0.00392	0	0.0036	0	0	0	0	0
"1412"	1183	2020	5	12.755	55.891	0	0.0029	0	0	0	0	0	0	0	0	1.09946452504318	0.0440981692573402	0.48453	0.0539574613003096	0	0.00063	0	0	0	0.0552421627598408	0	0	0	0	0	0	0.00135	0	0	0	0	0	0	0.00051	0	0	0	0	0.00206	0.282	0	0	0.00336	0	0	0	0	0	0	0.00044	0	0	0.00354	0	0	0	0.01476	0	0	0	0	0.000645	0	0	0	0	0.00149485319516408	0	0	0	0	0.000925	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0.00075046204620462	0	0	0	0	0.000785	0	0	0	0	0	0	0.00088	0	0	0	0.00665	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0.02204	0	0	0	0.00588	0	0	0.00128470145953118	0.00165882352941176	0	0	0	0	0	0	0	0.174719398496241	0	0	0	0	0	0	0.0102776116762494	0.00128470145953118	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0.00128470145953118	0	0	0	0	0.00128470145953118	0	0	0	0	0	0.00392	0	0	0	0	0	0	0
"1413"	1107	2020	5	11.64	57.445	0	0.00029	0.0115623131357806	0	0	0	0	0	0	0	0.756022003454231	0.167423557858376	0.399435	0	0	0	0	0	0	0	0	0	0.00318	0	0	0	0.000675	0	0	0	0	0	0	0	0	0	0.000603672268907563	0	0.00103	0	0	0	0	0.00123983463035019	0	0.00241468907563025	0	0	0	0	0	0	0	0.0340445886775763	0	0	0.01148	0	0	0	0.0011175	0	0	0	0	0	0	0	0	0	0.000619917315175097	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0.00037523102310231	0.00276	0	0	0	0.000785	0	0	0	0	0.03973	0	0.00044	0	0	0	0	0	0	0	0	0.00781	0	0.00075046204620462	0	0	0	0	0	0.00063	0	0	0	0	0	0.0011025	0	0	0.00128470145953118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0.00064235072976559	0	0	0.045885	0	0	0	0	0	0	0	0	0	0.00899291021671827	0	0	0	0	0.00256940291906236	0	0	0	0	0	0	0	0	0	0	0	0	0
"1414"	1051	2019	5	11.114	58.809	0	0.01102	0.0115623131357806	0	0	0.00141	0	0	0	0	0.0119588255613126	0.0112113989637306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0.00037523102310231	0	0	0	0	0	0	0	0	0.00824	0	0	0	0.00042	0	0	0	0	0	0	0.00132	0	0	0.0059	0	0	0.0103133333333333	0.0082	0	0	0	0.00298	0	0	0	0	0	0	0.00385410437859354	0	0	0.000619917315175097	0.000925	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0180110891089109	0	0	0	0	0	0.000785	0	0	0	0	0	0.8088	0	0	0	0	0	0	0	0	0.00408	0	0.00064235072976559	0	0	0	0	0	0	0	0	0.00038	0	0	0	0.00147	0	0	0	0.00552941176470588	0	0	0	0.0359716408668731	0	0	0	0	0	0	0.0732279831932773	0	0.00504	0	0.00513880583812472	0	0	0.00385410437859354	0	0	0	0	0	0	0	0	0	0	0.0205552233524989	0	0	0	0	0.00385410437859354	0	0	0	0	0.00450277227722772	0.00336	0	0.0036	0	0	0	0	0
"1416"	1129	2019	5	12.445	56.265	0	0.0638	0	0	0	0	0	0	0	0.00064235072976559	0.5867298791019	0	0.29667	0.00128470145953118	0	0	0	0	0	0.00128470145953118	0	0	0	0	0	0	0.000675	0	0	0.00450277227722772	0	0	0	0	0	0	0.00120734453781513	0	0.01236	0	0	0	0.00042	0	0	0.00362203361344538	0	0	0	0.00022	0	0	0.00118	0	0	0.000736666666666667	0.00492	0	0	0	0	0.00129	0	0	0	0	0.00448455958549223	0	0	0.00120734453781513	0.000619917315175097	0.000925	0	0	0	0	0	0.00064235072976559	0	0.00256940291906236	0	0	0	0	0	0	0.00075046204620462	0	0	0	0	0.000785	0	0	0	0	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0.0128470145953118	0.0449645510835913	0	0	0	0	0	0	0.00311143266475645	0	0	0.00294	0	0	0.00385410437859354	0.0121647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385410437859354	0	0	0	0	0	0	0	0	0	0	0	0.00256940291906236	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0.00028	0	0	0	0	0	0.134905555555556	0.000975
"1417"	1057	2019	5	11.251	58.34	0	0.01798	0	0	0	0.00141	0.00128470145953118	0	0	0	0.811705284974093	0.0366239032815199	0.50871	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0.0135	0	0	0.00075046204620462	0	0	0	0.00204	0	0	0	0	0.0309	0	0	0	0	0	0	0	0.00058	0	0.00103714422158548	0	0	0	0.00118	0	0	0.00147333333333333	0	0	0	0	0	0.01935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128470145953118	0	0	0	0.0513880583812472	0	0	0	0	0.0457781848184819	0	0	0	0	0.00314	0	0	0	0	0.00822	0	0.0044	0	0	0	0	0	0	0	0	0.00284	0	0	0.00899291021671827	0	0	0	0	0	0	0	0	0	0	0.00441	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0.00042	0	0.00385410437859354	0.00128470145953118	0	0	0	0	0	0.022	0	0	0	0	0.00128470145953118	0	0	0	0	0	0	0.0757973861123397	0	0.396994422442244	0	0	0	0.00056	0	0.00045	0	0	0.02006	0	0
"1418"	1278	2020	5	11.805	58.097	0	0.03422	0	0	0	0	0.00128470145953118	0	0	0	0.000373713298791019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367726402640264	0	0.440521221122112	0	0	0	0	0	0	0.000603672268907563	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	0.00944	0	0	0	0	0	0	0	0	0.000645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08349	0	0	0	0.000785	0	0	0	0	0.20413	0	0.0088	0	0	0	0	0.000747426597582038	0.00847	0	0	0	0	0	0.00642350729765591	0	0.0256940291906236	0	0	0	0	0.00076	0.00103714422158548	0	0	0	0	0	0	0.0414705882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0.1188	0	0	0	0	0	0	0	0	0	0	0	0.00513880583812472	0	0	0	0	0	0.00616	0	0	0	0	0	0	0
"1419"	1097	2019	5	11.593	57.611	0	0.00116	0.00256940291906236	0	0	0	0	0	0	0	0.584487599309154	0.15023274611399	0.16182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000675	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0.00120734453781513	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149	0.000645	0	0	0	0	0	0	0	0	0	0.000925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075046204620462	0	0	0	0	0	0	0	0	0	0.06576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256940291906236	0.000552941176470588	0	0	0	0	0	0	0.00064235072976559	0.0411104467049978	0	0	0	0	0	0	0.00064235072976559	0.00064235072976559	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
