"station"	"year"	"lon"	"lat"	"non_NIS_Di"	"overall_Di"	"ratio_NISvsNAT"	"ratio_sp"	"non_NIS_Di_nw"	"overall_Di_nw"	"nbsp"	"sing.sp"	"FRic"	"FEve"	"FDiv"	"FDis"	"RaoQ"	"richness"	"Shannon"	"Simpson"	"Eveness"	"Mya.arenaria"	"Mya.arenaria_relab"	"mean_NIS_Di"	"Mya.arenaria_nw"	"Polydora.cornuta"	"Polydora.cornuta_relab"	"Polydora.cornuta_nw"	"Streblospio.benedicti"	"Streblospio.benedicti_relab"	"Streblospio.benedicti_nw"	"Marenzelleria"	"Marenzelleria_relab"	"Marenzelleria_nw"	"Potamopyrgus.antipodarum"	"Potamopyrgus.antipodarum_relab"	"Potamopyrgus.antipodarum_nw"
"15"	"217"	2015	12.02917	57.36	0.221965473845788	0.221965473845788	0	0	0.235362946164677	0.235362946164677	43	43	1676.36074344411	0.847651277782002	NA	6.29616535808906	42	43	2.24603856377443	0.826706676240278	0.597160080476139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"16"	"936"	2005	11.40167	58.34667	0.199782435388475	0.199782435388475	0	0	0.209744676178764	0.209744676178764	30	30	115.070731794716	0.878450121339306	0.808995822226131	5.14851055626744	29	30	2.49679796509078	0.890610151455083	0.73409381606386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"17"	"950"	2013	11.4775	58.2635	0.201322948228147	0.201322948228147	0	0	0.217547775578696	0.217547775578696	44	44	4424.27155411889	0.897392820022211	0.861482924513133	6.41347616698339	43	44	1.6192802188761	0.554022589066686	0.42790673183031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18"	"915"	2015	12.90667	55.70167	0.236461210371784	0.236461210371784	0	0	0.253072788948263	0.253072788948263	34	34	328.676911069576	0.864487467200448	0.822196458968726	5.53913988323948	33	34	2.39170100210475	0.875611596828418	0.678234963614528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19"	"939"	2014	11.805	58.107	0.216216237323898	0.216216237323898	0	0	0.235675293217137	0.235675293217137	25	25	24.8210766251854	0.844247150787259	0.802601488784979	4.69154819678107	24	25	1.5265853825435	0.633599121109529	0.474260414381163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"20"	"939"	2013	11.805	58.107	0.217220282452565	0.217220282452565	0	0	0.235803206727801	0.235803206727801	42	41	1275.68928608951	0.828592752233549	0.828222851937617	6.17968322756621	41	42	2.76815172292787	0.898512659199315	0.74060899052903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21"	"203"	2019	12.0646667480469	57.3583335876465	0.223978884481714	0.223978884481714	0	0	0.232423462638412	0.232423462638412	21	21	4.38271642809231	0.870923143388957	0.838290544201483	4.31575461284907	20	21	0.15984980402836	0.0445977270903414	0.0525040650210774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22"	"203"	2011	12.0646667480469	57.3583335876465	0.22721683479024	0.231203364446793	0.636646923191316	4.54545454545455	0.242078257445936	0.243139075354793	22	22	6.34393236258817	0.870004239953506	0.862098125295354	4.48014915982897	21	22	2.01766732271547	0.778268413079761	0.652746558211565	NA	NA	0.314920487234416	NA	0.314920487234416	0.636646923191316	0.265416251440785	NA	NA	NA	NA	NA	NA	NA	NA	NA
"23"	"198"	2007	12.0641670227051	57.4463348388672	0.204549810084905	0.199206522488746	2.8628770541928	6.66666666666667	0.237061597680902	0.235911263084894	15	15	0.0401263349733375	0.794463130992873	0.862479341797071	3.67803899166739	14	15	0.953647281733848	0.379616412163477	0.352152733854676	0.12440049614252	2.8628770541928	0.12440049614252	0.219806578740785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"24"	"216"	2008	12.05	57.40667	0.272557879418434	0.272557879418434	0	0	0.250575792604461	0.250575792604461	16	16	0.0344403302679886	0.844294410412702	0.848819552315609	3.78771581563246	15	16	1.91101986190796	0.756592486949154	0.689254719453732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"25"	"212"	2016	12.7200002670288	56.564998626709	0.179352363517538	0.179352363517538	0	0	0.19310494080746	0.19310494080746	28	28	65.9432756189472	0.865319760479689	0.824205691580167	4.92399314877682	27	28	0.850256077573099	0.329853280626902	0.25516323352206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"26"	"912"	2013	12.69583	56.01167	0.213346886459597	0.213346886459597	0	0	0.220284058104387	0.220284058104387	46	46	4673.91573710993	0.866259915691779	0.827120910117088	6.47982733447216	45	46	1.37758632547852	0.563098428933848	0.359810748204776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"27"	"201"	2006	12.0625	57.4365005493164	0.268067021876369	0.268763160822429	1.53704930331921	5.26315789473684	0.280606885629664	0.279618742331928	19	19	0.704125371069746	0.833388405652137	0.883986352772202	4.19235407564064	18	19	2.08400454378764	0.786738590920256	0.70777644180543	0.2812936618515	1.53704930331921	0.2812936618515	0.26183216297267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"28"	"201"	2007	12.0625	57.4365005493164	0.28473546768446	0.286373930835451	11.5201585753825	15.3846153846154	0.293629380529643	0.292790911966753	13	13	0.0158704933611194	0.890494690986042	0.915337706598876	3.44216074273173	12	13	2.22727040341127	0.862925086687222	0.868348685689271	0.277230133965841	10.0482955632943	0.295385478165902	0.271392809537985	0.313540822365962	1.47186301208818	0.304965860203726	NA	NA	NA	NA	NA	NA	NA	NA	NA
"29"	"982"	2009	11.15867	58.79833	0.216908111851469	0.216908111851469	0	0	0.223277178638967	0.223277178638967	35	35	174.111634233911	0.836362132595788	0.792564835769766	5.50028827183548	34	35	2.61716888053456	0.897766255363494	0.736121706024521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30"	"212"	2007	12.7200002670288	56.564998626709	0.21064775445423	0.21064775445423	0	0	0.236409034603208	0.236409034603208	33	33	417.225083004314	0.895948431363617	0.813518887814353	5.4307158591637	32	33	0.683386417568317	0.225824844047465	0.195448288200383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31"	"983"	2013	11.16667	58.73333	0.217090872931547	0.217090872931547	0	0	0.225060650906881	0.225060650906881	60	60	31682.0153885808	0.853508647455377	NA	7.30426272294839	59	60	2.7354982664213	0.890747973584772	0.668116282069009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32"	"203"	2012	12.0646667480469	57.3583335876465	0.238310852962508	0.235268250854335	0.0252030844583336	2.94117647058824	0.237189624948301	0.237072515572902	34	34	414.900538010044	0.869201987621302	0.853270158894935	5.6050224545114	33	34	0.357355383178872	0.113999671622578	0.101338300688291	0.134862381284601	0.0252030844583336	0.134862381284601	0.233207906184724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33"	"973"	2007	11.715	57.95967	0.172629308016483	0.172629308016483	0	0	0.192700225295778	0.192700225295778	25	25	15.4203040049589	0.820384968883797	0.799636700537207	4.5725044647112	24	25	1.79934280182697	0.739447318065584	0.558997271011735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34"	"936"	2010	11.40167	58.34667	0.207735634263664	0.207735634263664	0	0	0.22975940440077	0.22975940440077	44	44	3702.18305985838	0.858153028314566	NA	6.25469576333547	43	44	2.35739738559686	0.826296964616901	0.622959633012878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"35"	"202"	2012	12.0550003051758	57.4196662902832	0.276831377738964	0.276831377738964	0	0	0.271051973514097	0.271051973514097	15	15	0.0794622016674707	0.877690949442723	0.886968552261256	3.70821582779738	14	15	1.93254723488078	0.800066661594304	0.713630505850375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36"	"203"	2018	12.0646667480469	57.3583335876465	0.231697417089592	0.2340598062163	1.03430831369765	3.84615384615385	0.237456562411961	0.238636582653661	26	26	68.6721422305041	0.884534925199486	0.856339415081647	4.86678929434262	25	26	2.4651618346355	0.844564899174557	0.756626393928924	NA	NA	0.293119534383991	NA	0.293119534383991	1.03430831369765	0.268137088696147	NA	NA	NA	NA	NA	NA	NA	NA	NA
"37"	"915"	2014	12.90667	55.70167	0.21973848647484	0.221373191242252	0.439640184483394	3.7037037037037	0.231228185090135	0.232360339514717	27	27	47.3601778337951	0.8718153042359	0.834472904688319	4.92535002497016	26	27	2.38445312183412	0.878848533485943	0.723474255182079	NA	NA	0.263875515194963	NA	0.263875515194963	0.439640184483394	0.261796354553849	NA	NA	NA	NA	NA	NA	NA	NA	NA
"38"	"211"	2015	12.6406669616699	56.6166648864746	0.223765599314795	0.222166714784231	0.616815743738581	2.27272727272727	0.230857051173393	0.230734174557322	44	44	3235.13729154827	0.860618321994658	0.804248520016514	6.36853438551509	43	44	1.59363952729203	0.57496230182034	0.421130990108952	0.153414679969969	0.616815743738581	0.153414679969969	0.225450480066269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"39"	"912"	2014	12.69583	56.01167	0.223564282724893	0.223564282724893	0	0	0.233997633377341	0.233997633377341	53	53	11167.9350533483	0.863336057134615	0.837341891312188	7.01870735399135	52	53	1.35104636947495	0.575794020990277	0.340288925573285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"40"	"203"	2017	12.0646667480469	57.3583335876465	0.216393548409147	0.216393548409147	0	0	0.225969933011221	0.225969933011221	23	23	9.20969649795927	0.843535213760008	0.832111912631375	4.50743774959851	22	23	0.652813344132767	0.232018830529323	0.208201099787173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"41"	"222"	2015	12.038	57.38033	0.204982681125638	0.204982681125638	0	0	0.216078999923783	0.216078999923783	22	22	3.54402742909533	0.821234294243475	0.770101912925666	4.28533028595256	21	22	1.98203241841078	0.778837525631615	0.641218115997521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"42"	"988"	2015	11.85117	57.56908	0.213055474575487	0.213055474575487	0	0	0.226747547522127	0.226747547522127	35	35	202.70873242604	0.859712488491911	NA	5.69966969304946	34	35	2.69328383935194	0.904997792306373	0.757530287547616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"43"	"217"	2007	12.02917	57.36	0.21534178178003	0.21534178178003	0	0	0.228827129222963	0.228827129222963	53	53	8831.10678929794	0.855665589557715	0.834553733348773	7.00100243105547	52	53	2.27615911843694	0.807238784899409	0.573297673822809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"44"	"203"	2020	12.0646667480469	57.3583335876465	0.215620523324081	0.215620523324081	0	0	0.22912064075487	0.22912064075487	18	18	0.242535753102852	0.793308766212325	0.833550588363149	3.96485565252118	17	18	1.83841577638456	0.704894918752359	0.636048207765044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"45"	"201"	2017	12.0625	57.4365005493164	0.285325444678726	0.284683102276616	3.31488778954419	13.3333333333333	0.278659680333453	0.277441408157172	15	15	0.053262214723016	0.84703854156175	0.899752893310367	3.69829155883881	14	15	1.90518029245786	0.72888101292268	0.703524732179052	0.263745620260155	1.12252956943229	0.280507876662905	0.257674094954132	0.297270133065655	2.19235822011189	0.281371183068568	NA	NA	NA	NA	NA	NA	NA	NA	NA
"46"	"203"	2014	12.0646667480469	57.3583335876465	0.221664672490135	0.224961114509972	1.12467509774968	4.34782608695652	0.224513415237155	0.226246695483944	23	23	20.7267525661647	0.865395321751083	0.85271073732162	4.53238328590729	22	23	2.33342025156816	0.845366114409836	0.744195361520288	NA	NA	0.297482838946373	NA	0.297482838946373	1.12467509774968	0.264378860913316	NA	NA	NA	NA	NA	NA	NA	NA	NA
"47"	"203"	2015	12.0646667480469	57.3583335876465	0.247069944750971	0.247069944750971	0	0	0.237163086421129	0.237163086421129	12	12	0.00529252990241486	0.833395677269329	0.855120248327513	3.24465661072263	11	12	2.02886975941869	0.809989291572638	0.816477254625152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"48"	"211"	2007	12.6406669616699	56.6166648864746	0.228107082855801	0.228107082855801	0	0	0.233207107378291	0.233207107378291	26	26	57.7152008721817	0.89563759220903	0.839172412130582	4.82715340988755	25	26	0.714809646241164	0.246534463603089	0.219394863810647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"49"	"911"	2015	12.4745	56.20117	0.225538355000872	0.225538355000872	0	0	0.231264853257565	0.231264853257565	54	54	20392.3936810242	0.839568386627225	0.834308995934534	7.06475841775494	53	54	1.32237139277117	0.512448595008282	0.331505811338137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"50"	"982"	2012	11.15867	58.79833	0.191834880777795	0.191834880777795	0	0	0.208533473876773	0.208533473876773	40	40	2030.52985389363	0.867616209720321	0.823430983926527	6.00614539789069	39	40	2.04619491646961	0.78251635400663	0.554692811712141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"51"	"973"	2013	11.715	57.95967	0.227818230696985	0.227818230696985	0	0	0.222669835576882	0.222669835576882	45	45	3899.73556413015	0.877752192879515	0.804601760039601	6.31804304755512	44	45	2.35528595203419	0.833030930402292	0.618727286268108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"52"	"915"	2010	12.90667	55.70167	0.223269783729973	0.223600713656405	0.311794454082762	4.8780487804878	0.233692192547538	0.23410781214262	41	41	1513.14436255239	0.864957823931189	NA	6.06135103087465	40	41	2.3566404468059	0.839791796814211	0.634602050121881	0.185456869304544	0.0261963423739955	0.230053847221838	0.217411516128538	0.274650825139132	0.285598111708767	0.267013272364922	NA	NA	NA	NA	NA	NA	NA	NA	NA
"53"	"939"	2007	11.805	58.107	0.22972653862334	0.22972653862334	0	0	0.226434022772704	0.226434022772704	26	26	14.7835334911287	0.852952058131577	0.799326923105975	4.77717587009335	25	26	2.11818248654906	0.827362469962053	0.650128828851509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"54"	"212"	2006	12.7200002670288	56.564998626709	0.211963411124021	0.211963411124021	0	0	0.220330664953441	0.220330664953441	35	35	366.113951547787	0.851134004596805	NA	5.59159885797294	34	35	0.918357736396899	0.312543245728166	0.25830318734312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"55"	"212"	2014	12.7200002670288	56.564998626709	0.198422826329241	0.198422826329241	0	0	0.213679639926758	0.213679639926758	34	34	369.775414379093	0.860382269803459	NA	5.42537374886973	33	34	0.363796467890437	0.124049703231742	0.103164853777971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"56"	"939"	2008	11.805	58.107	0.211043604219933	0.211043604219933	0	0	0.222755952959729	0.222755952959729	38	38	524.504198778038	0.8497550004534	NA	5.8298638808437	37	38	2.37224406030772	0.836738608401354	0.652147868433214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"57"	"945"	2006	11.0415	57.93167	0.214631008832367	0.214631008832367	0	0	0.239963984503848	0.239963984503848	48	48	6770.3343055777	0.875046583757388	0.78764417945847	6.66745560849167	47	48	1.80007428154581	0.778697026134877	0.464991168496221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"58"	"1185"	2018	12.72562	55.92373	0.220216191659409	0.220216191659409	0	0	0.240720524961303	0.240720524961303	31	31	76.3839039551165	0.861869873655997	0.823108138181675	5.281539334458	30	31	2.05272816285285	0.809645059112081	0.597768145487487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"59"	"980"	2005	11.13933	58.92916	0.218501394073762	0.218501394073762	0	0	0.239346819234392	0.239346819234392	42	42	2175.04328105342	0.844562150982212	NA	6.20277846162187	41	42	2.30992773860568	0.841764117403188	0.618012819353086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"60"	"212"	2013	12.7200002670288	56.564998626709	0.207534857373129	0.207534857373129	0	0	0.2275275734252	0.2275275734252	37	37	448.049888224273	0.864304181600006	0.805556121265127	5.73009111260713	36	37	0.585376610305709	0.215748539064737	0.162112965308881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"61"	"212"	2017	12.7200002670288	56.564998626709	0.208449236273651	0.208449236273651	0	0	0.222547673240145	0.222547673240145	35	35	415.423617822751	0.848493703720337	NA	5.5797023465382	34	35	0.639989354162725	0.230504665331511	0.180007510683671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"62"	"982"	2014	11.15867	58.79833	0.205604189764475	0.205604189764475	0	0	0.22114685928142	0.22114685928142	44	44	1321.4566146386	0.849413117649617	0.808155082874531	6.29521998163566	43	44	2.07618386368073	0.77381259637377	0.548646887320757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"63"	"939"	2010	11.805	58.107	0.213276352556901	0.213276352556901	0	0	0.23520166132833	0.23520166132833	39	38	559.432689788531	0.814675031551054	0.818937362254395	5.9353751835782	38	39	2.46849465609155	0.832143022478023	0.673796402115787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"64"	"229"	2013	12.04333	57.38	0.228464776466901	0.228464776466901	0	0	0.236891751341939	0.236891751341939	13	13	0.00428207494807155	0.798260066350807	0.797097618315717	3.31619328993457	12	13	0.530333706534863	0.196332413390444	0.206761862565474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"65"	"982"	2010	11.15867	58.79833	0.218230422461707	0.218230422461707	0	0	0.22617955530847	0.22617955530847	43	43	4585.32398833282	0.87275623854458	0.838744979466576	6.28895182055802	42	43	2.64615285612466	0.897488218981691	0.703539501948757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"66"	"205"	2013	12.0381669998169	57.373664855957	0.212645842380513	0.212645842380513	0	0	0.226215274769968	0.226215274769968	19	19	2.18831559345876	0.883870988287129	0.819588823255447	4.02561253060104	18	19	2.00449577400176	0.798119189897624	0.680773413266394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"67"	"216"	2013	12.05	57.40667	0.243834380042655	0.246158918737461	2.69768131722179	6.66666666666667	0.242191375744859	0.245122293467601	15	15	0.0751951699117762	0.890448264046516	0.831209810188411	3.63505420833799	14	15	2.10468271629927	0.811007818433872	0.777194867156686	NA	NA	0.278702460464742	NA	0.278702460464742	2.69768131722179	0.286155141585981	NA	NA	NA	NA	NA	NA	NA	NA	NA
"68"	"217"	2016	12.02917	57.36	0.191942429761347	0.191942429761347	0	0	0.223121810467558	0.223121810467558	32	32	165.416044505815	0.848669008535437	0.817207672058363	5.35558077469152	31	32	1.34554102465015	0.570658352656588	0.388241072715084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"69"	"939"	2015	11.805	58.107	0.198210371523789	0.198210371523789	0	0	0.23201419548719	0.23201419548719	23	22	8.00884347389712	0.862120251628927	0.826067065053601	4.51183375171274	22	23	1.74006387165715	0.750912810199534	0.554956811215649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"70"	"212"	2005	12.7200002670288	56.564998626709	0.221351701198326	0.221351701198326	0	0	0.233800630193599	0.233800630193599	28	28	40.0447062971684	0.864747959691931	0.806574538150803	4.88174906884482	27	28	0.207592843061207	0.0576229898930363	0.0622989502676988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"71"	"230"	2016	12.0535	57.393	0.251789850374336	0.251789850374336	0	0	0.231389649343176	0.231389649343176	6	6	0.556988059140268	0.920376049117735	0.906122755719696	2.21303060920823	5	6	0.988430611746985	0.550413139966067	0.551653628024542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"72"	"211"	2014	12.6406669616699	56.6166648864746	0.227414023928177	0.227414023928177	0	0	0.22859123250143	0.22859123250143	32	32	269.966186171277	0.861884437040477	0.854128467135137	5.40660175668212	31	32	0.398182397909719	0.131378715395452	0.114891154166726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"73"	"216"	2014	12.05	57.40667	0.249787129951841	0.251195909728937	1.00527893909025	7.14285714285714	0.220675898801484	0.220579001126888	14	14	0.0205101044118039	0.880737572658469	0.846544464188102	3.52460749622695	13	14	1.65576143995632	0.717266989900579	0.627406392947783	0.269510046831188	1.00527893909025	0.269510046831188	0.21931933135714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"74"	"192"	2006	12.07417	57.225	0.235254541980379	0.235254541980379	0	0	0.24194400458243	0.24194400458243	44	44	3880.26222085034	0.874410317337557	NA	6.37410465376295	43	44	1.2786323968801	0.461082580208363	0.337888034315069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"75"	"205"	2014	12.0381669998169	57.373664855957	0.18057116206465	0.18057116206465	0	0	0.206133734021988	0.206133734021988	25	25	18.5155066016922	0.829993793767654	NA	4.58397316503385	24	25	2.19834982652282	0.844135186557037	0.682955772800846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
